Time,Point_R1_C1,Point_R1_C2,Point_R1_C3,Point_R2_C1,Point_R2_C2,Point_R2_C3,Point_R3_C1,Point_R3_C2,Point_R3_C3
2024-08-10 12:00:00,34.8484382052629,34.8610007058596,34.9241435660016,34.8452507051115,34.846250705159,34.8860007070471,34.8384507047886,34.8377507047553,34.8505007053609
2024-08-10 15:00:00,34.8470632051976,34.8590007057646,34.9265721375455,34.8462007051567,34.8477507052303,34.8865007070708,34.8443507050688,34.8440007050522,34.8517507054203
2024-08-10 18:00:00,34.8459382051442,34.8550007055746,34.9265721375455,34.8438007050427,34.846250705159,34.8857507070352,34.8468007051852,34.8477507052303,34.8520007054321
2024-08-10 21:00:00,34.8476882052273,34.8580007057171,34.9318578520823,34.8423007049714,34.8450007050997,34.8860007070471,34.845450705121,34.8472507052065,34.8517507054203
2024-08-11 00:00:00,34.8540007055271,34.8710007063346,34.9291435662391,34.8471007051994,34.8505007053609,34.890000707237,34.8472007052042,34.8492507053015,34.8560007056221
2024-08-11 03:00:00,34.8615632058863,34.8870007070946,34.935572137973,34.855050705577,34.8600007058121,34.900000707712,34.8475007052184,34.8497507053253,34.8610007058596
2024-08-11 06:00:00,34.8652507060615,34.8930007073795,34.937572138068,34.8582007057266,34.8640007060021,34.9007507077476,34.8451507051068,34.8472507052065,34.8610007058596
2024-08-11 09:00:00,34.8670632061476,34.896000707522,34.9360007094219,34.8590007057646,34.8652507060615,34.898000707617,34.8398507048551,34.8417507049453,34.8572507056815
2024-08-11 12:00:00,34.8825632068838,34.912000708282,34.9497149957876,34.8735507064557,34.8800007067621,34.9105007082107,34.8504007053562,34.8517507054203,34.8692507062515
2024-08-11 15:00:00,34.884188206961,34.912000708282,34.9504292815358,34.8747007065103,34.8807507067977,34.9125007083057,34.8511507053918,34.8525007054559,34.8712507063465
2024-08-11 18:00:00,34.8802507067739,34.902000707807,34.9508578529848,34.8719007063773,34.8767507066077,34.9127507083176,34.8506007053657,34.8525007054559,34.8720007063821
2024-08-11 21:00:00,34.8751882065335,34.8930007073795,34.9508578529848,34.8672507061565,34.8715007063583,34.9132507083414,34.8488007052802,34.8515007054084,34.8732507064415
2024-08-12 00:00:00,34.8725007064058,34.8930007073795,34.9541435674265,34.8669007061399,34.8725007064058,34.918000708567,34.8491007052944,34.8530007054796,34.8760007065721
2024-08-12 03:00:00,34.8713757063524,34.8950007074745,34.9560007103719,34.8665507061232,34.8732507064415,34.922000708757,34.848650705273,34.8532507054915,34.878250706679
2024-08-12 06:00:00,34.8675632061713,34.8910007072845,34.9604292820108,34.8617007058929,34.8695007062634,34.9227507087926,34.8455007051234,34.8510007053846,34.878250706679
2024-08-12 09:00:00,34.8585632057438,34.8770007066196,34.9567149961201,34.8491507052968,34.8572507056815,34.9185007085907,34.8345507046033,34.8417507049453,34.8735007064533
2024-08-12 12:00:00,34.7916257025645,34.7990007029148,34.9042864222013,34.7812007020693,34.7875007023686,34.8680007061921,34.7765507018485,34.7857507022854,34.8252507041616
2024-08-12 15:00:00,34.7848757022439,34.7900007024873,34.904000707902,34.7701507015445,34.7752507017867,34.8577507057053,34.7596507010458,34.7685007014661,34.8155007036985
2024-08-12 18:00:00,34.7788132019559,34.7820007021073,34.8988578505149,34.7650007012999,34.7702507015492,34.8380007047672,34.7460507003998,34.7542507007893,34.7982507028792
2024-08-12 21:00:00,34.7756257018045,34.7800007020123,34.8937149931278,34.7661007013521,34.7735007017036,34.8182507038291,34.7408007001504,34.7495007005637,34.7800007020123
2024-08-13 00:00:00,34.7750632017778,34.7820007021073,34.8921435644817,34.7694007015089,34.7790007019648,34.8070007032948,34.7410007001599,34.750750700623,34.7702507015492
