Time,Point_R1_C1,Point_R1_C2,Point_R1_C3,Point_R2_C1,Point_R2_C2,Point_R2_C3,Point_R3_C1,Point_R3_C2,Point_R3_C3
2024-08-10 12:00:00,25.8805002793088,25.9500002826098,26.0768574314924,25.8713502788742,25.868000278715,25.9070002805674,25.8964502800663,25.8815002793563,25.8590002782876
2024-08-10 15:00:00,25.8553127781124,25.9140002808999,26.0441431442242,25.8533002780168,25.850250277872,25.8875002796412,25.8922002798645,25.8810002793325,25.8445002775989
2024-08-10 18:00:00,25.834250277112,25.87800027919,26.0240002861246,25.832650277036,25.828250276827,25.8750002790475,25.8842002794845,25.8757502790831,25.8367502772307
2024-08-10 21:00:00,25.8355002771714,25.87800027919,26.0070002853172,25.8244002766442,25.8175002763164,25.8625002784538,25.8731502789597,25.8645002785488,25.8327502770408
2024-08-11 00:00:00,25.8622502784419,25.9200002811849,26.0051431423718,25.8384502773115,25.8317502769933,25.8605002783588,25.8674002786865,25.8565002781688,25.8332502770645
2024-08-11 03:00:00,25.8898752797541,25.9560002828948,26.0254288576211,25.8644502785464,25.8590002782876,25.8750002790475,25.8809002793278,25.8670002786675,25.8477502777532
2024-08-11 06:00:00,25.9094377806832,25.9720002836548,26.04185742983,25.9023002803442,25.8957502800331,25.9072502805793,25.9328502817953,25.9170002810424,25.8842502794869
2024-08-11 09:00:00,25.9683127834796,26.0230002860771,26.0637145737253,25.96790028346,25.9635002832511,25.9590002830373,25.9484502825362,25.9322502817668,25.8907502797956
2024-08-11 12:00:00,25.9293752816302,25.9910002845572,26.0031431422768,25.903200280387,25.9047502804606,25.9102502807218,25.870400278829,25.8592502782994,25.7810002745828
2024-08-11 15:00:00,25.9122502808168,25.9830002841773,25.9920002846047,25.8775502791686,25.8772502791544,25.8727502789407,25.8553502781142,25.8430002775276,25.7505002731341
2024-08-11 18:00:00,25.8831877794364,25.9370002819924,25.9602859973841,25.8585002782638,25.8540002780501,25.8435002775514,25.8564002781641,25.8452502776345,25.7440002728254
2024-08-11 21:00:00,25.8666252786497,25.8930002799025,25.9337145675506,25.8448502776155,25.8325002770289,25.8210002764827,25.8612002783921,25.8500002778601,25.7497502730985
2024-08-12 00:00:00,25.8909377798045,25.89800028014,25.9324288532038,25.8690002787625,25.850250277872,25.8272502767795,25.8891502797196,25.876000279095,25.7717502741434
2024-08-12 03:00:00,25.9346877818825,25.9260002814699,25.9622859974791,25.9171002810472,25.8927502798906,25.8555002781213,25.9510502826597,25.9342502818618,25.8205002764589
2024-08-12 06:00:00,25.9991252849431,25.9830002841773,26.0048574280726,26.0065502852958,25.981500284106,25.9070002805674,26.0464002871886,26.0287502863503,25.9090002806624
2024-08-12 09:00:00,26.1488127920529,26.1740002932493,26.0708574312074,26.1158502904873,26.1060002900194,26.0160002857447,26.0847002890077,26.0715002883808,25.9862502843316
2024-08-12 12:00:00,25.8724377789258,25.8350002771476,25.9214288526813,25.8851502795296,25.8685002787388,25.8395002773614,25.9753002838115,25.9717502836429,25.8195002764114
2024-08-12 15:00:00,25.9590002830373,25.9620002831798,25.9354288533463,25.9579502829874,25.9510002826573,25.9407502821705,25.9872502843791,25.9865002843435,25.919750281173
2024-08-12 18:00:00,26.0015627850589,26.0030002851272,25.9490002825623,25.971100283612,25.9642502832867,25.9890002844622,25.9635502832534,25.9590002830373,25.9412502821942
2024-08-12 21:00:00,26.0225627860564,26.0200002859347,25.9537145685005,25.9845002842485,25.9740002837498,25.9837502842129,25.9539502827975,25.9450002823723,25.935750281933
2024-08-13 00:00:00,26.0519377874516,26.0410002869321,25.9677145691655,26.0213002859964,26.0070002853172,25.9725002836785,25.9867502843554,25.9762502838566,25.9430002822774
2024-08-13 03:00:00,26.1125627903311,26.1070002900669,26.0100002854597,26.0950502894993,26.0800002887845,26.0095002854359,26.0674502881884,26.0572502877039,25.9902502845216
2024-08-13 06:00:00,26.2239377956212,26.2580002972391,26.1198574335348,26.1904502940306,26.1802502935461,26.1080002901144,26.1545002923231,26.1430002917768,26.067000288167
2024-08-13 09:00:00,26.287875298658,26.3800003030337,26.2551431542462,26.2090502949141,26.212250295066,26.1380002915394,26.1483002920286,26.1382502915512,26.0735002884758
2024-08-13 12:00:00,26.1509377921539,26.2390002963366,26.1212860050312,26.079000288737,26.0795002887608,26.0757502885826,26.044850287115,26.0360002866946,25.9957502847828
2024-08-13 15:00:00,26.104875289966,26.1750002932968,26.1061431471691,26.0361502867017,26.0335002865759,26.0602502878464,26.0149002856924,26.0090002854122,26.0007502850203
2024-08-13 18:00:00,26.0793752887548,26.1280002910644,26.0751431456967,26.0106502854906,26.0007502850203,26.0340002865996,25.9888002844527,25.9820002841298,25.9885002844385
2024-08-13 21:00:00,26.0665627881463,26.0980002896395,26.0450002871221,25.9986502849206,25.9810002840823,26.0042502851866,25.9746502837806,25.9627502832154,25.9645002832985
2024-08-14 00:00:00,26.0775002886658,26.099000289687,26.0475717158157,26.0187502858753,25.9985002849135,26.0100002854597,26.0010002850322,25.9840002842247,25.9750002837973
2024-08-14 03:00:00,26.110812790248,26.1410002916818,26.0781431458392,26.0652502880839,26.0447502871102,26.0370002867421,26.0667502881552,26.0465002871933,26.0220002860297
2024-08-14 06:00:00,26.2000627944872,26.2520002969541,26.1445717204229,26.1613502926484,26.1497502920975,26.1050002899719,26.1536502922827,26.1342502913612,26.1120002903044
2024-08-14 09:00:00,26.2945627989757,26.4040003041737,26.2354288675955,26.2164502952655,26.2190002953866,26.170500293083,26.1564502924157,26.138750291575,26.1240002908744
2024-08-14 12:00:00,26.1000002897345,26.2090002949117,26.0662860024188,26.0196002859157,26.0237502861128,25.9710002836073,25.9664502833912,25.9510002826573,25.9287502816005
2024-08-14 15:00:00,26.0505627873863,26.1490002920618,26.0314288579061,25.9788002839778,25.9820002841298,25.9355002819211,25.9260502814723,25.9130002808524,25.9100002807099
